trial c/dMass c/dEcc 
bmass27_becc44 -3.765306 0.628571
bmass27_becc45 -3.765306 0.642857
bmass27_becc46 -3.765306 0.657143
bmass27_becc47 -3.765306 0.671429
bmass27_becc48 -3.765306 0.685714
bmass27_becc49 -3.765306 0.700000
bmass28_becc00 -3.871429 0.000000
bmass28_becc01 -3.871429 0.014286
bmass28_becc02 -3.871429 0.028571
bmass28_becc03 -3.871429 0.042857
bmass28_becc04 -3.871429 0.057143
bmass28_becc05 -3.871429 0.071429
bmass28_becc06 -3.871429 0.085714
bmass28_becc07 -3.871429 0.100000
bmass28_becc08 -3.871429 0.114286
bmass28_becc09 -3.871429 0.128571
bmass28_becc10 -3.871429 0.142857
bmass28_becc11 -3.871429 0.157143
bmass28_becc12 -3.871429 0.171429
bmass28_becc13 -3.871429 0.185714
bmass28_becc14 -3.871429 0.200000
bmass28_becc15 -3.871429 0.214286
bmass28_becc16 -3.871429 0.228571
bmass28_becc17 -3.871429 0.242857
bmass28_becc18 -3.871429 0.257143
bmass28_becc19 -3.871429 0.271429
bmass28_becc20 -3.871429 0.285714
bmass28_becc21 -3.871429 0.300000
bmass28_becc22 -3.871429 0.314286
bmass28_becc23 -3.871429 0.328571
bmass28_becc24 -3.871429 0.342857
bmass28_becc25 -3.871429 0.357143
bmass28_becc26 -3.871429 0.371429
bmass28_becc27 -3.871429 0.385714
bmass28_becc28 -3.871429 0.400000
bmass28_becc29 -3.871429 0.414286
bmass28_becc30 -3.871429 0.428571
bmass28_becc31 -3.871429 0.442857
bmass28_becc32 -3.871429 0.457143
bmass28_becc33 -3.871429 0.471429
bmass28_becc34 -3.871429 0.485714
bmass28_becc35 -3.871429 0.500000
bmass28_becc36 -3.871429 0.514286
bmass28_becc37 -3.871429 0.528571
bmass28_becc38 -3.871429 0.542857
bmass28_becc39 -3.871429 0.557143
bmass28_becc40 -3.871429 0.571429
bmass28_becc41 -3.871429 0.585714
bmass28_becc42 -3.871429 0.600000
bmass28_becc43 -3.871429 0.614286
bmass28_becc44 -3.871429 0.628571
bmass28_becc45 -3.871429 0.642857
bmass28_becc46 -3.871429 0.657143
bmass28_becc47 -3.871429 0.671429
bmass28_becc48 -3.871429 0.685714
bmass28_becc49 -3.871429 0.700000
bmass29_becc00 -3.977551 0.000000
bmass29_becc01 -3.977551 0.014286
bmass29_becc02 -3.977551 0.028571
bmass29_becc03 -3.977551 0.042857
bmass29_becc04 -3.977551 0.057143
bmass29_becc05 -3.977551 0.071429
bmass29_becc06 -3.977551 0.085714
bmass29_becc07 -3.977551 0.100000
bmass29_becc08 -3.977551 0.114286
bmass29_becc09 -3.977551 0.128571
bmass29_becc10 -3.977551 0.142857
bmass29_becc11 -3.977551 0.157143
bmass29_becc12 -3.977551 0.171429
bmass29_becc13 -3.977551 0.185714
bmass29_becc14 -3.977551 0.200000
bmass29_becc15 -3.977551 0.214286
bmass29_becc16 -3.977551 0.228571
bmass29_becc17 -3.977551 0.242857
bmass29_becc18 -3.977551 0.257143
bmass29_becc19 -3.977551 0.271429
bmass29_becc20 -3.977551 0.285714
bmass29_becc21 -3.977551 0.300000
bmass29_becc22 -3.977551 0.314286
bmass29_becc23 -3.977551 0.328571
bmass29_becc24 -3.977551 0.342857
bmass29_becc25 -3.977551 0.357143
bmass29_becc26 -3.977551 0.371429
bmass29_becc27 -3.977551 0.385714
bmass29_becc28 -3.977551 0.400000
bmass29_becc29 -3.977551 0.414286
bmass29_becc30 -3.977551 0.428571
bmass29_becc31 -3.977551 0.442857
bmass29_becc32 -3.977551 0.457143
bmass29_becc33 -3.977551 0.471429
bmass29_becc34 -3.977551 0.485714
bmass29_becc35 -3.977551 0.500000
bmass29_becc36 -3.977551 0.514286
bmass29_becc37 -3.977551 0.528571
bmass29_becc38 -3.977551 0.542857
bmass29_becc39 -3.977551 0.557143
bmass29_becc40 -3.977551 0.571429
bmass29_becc41 -3.977551 0.585714
bmass29_becc42 -3.977551 0.600000
bmass29_becc43 -3.977551 0.614286
bmass29_becc44 -3.977551 0.628571
bmass29_becc45 -3.977551 0.642857
bmass29_becc46 -3.977551 0.657143
bmass29_becc47 -3.977551 0.671429
bmass29_becc48 -3.977551 0.685714
bmass29_becc49 -3.977551 0.700000
bmass30_becc00 -4.083673 0.000000
bmass30_becc01 -4.083673 0.014286
bmass30_becc02 -4.083673 0.028571
bmass30_becc03 -4.083673 0.042857
bmass30_becc04 -4.083673 0.057143
bmass30_becc05 -4.083673 0.071429
bmass30_becc06 -4.083673 0.085714
bmass30_becc07 -4.083673 0.100000
bmass30_becc08 -4.083673 0.114286
bmass30_becc09 -4.083673 0.128571
bmass30_becc10 -4.083673 0.142857
bmass30_becc11 -4.083673 0.157143
bmass30_becc12 -4.083673 0.171429
bmass30_becc13 -4.083673 0.185714
bmass30_becc14 -4.083673 0.200000
bmass30_becc15 -4.083673 0.214286
bmass30_becc16 -4.083673 0.228571
bmass30_becc17 -4.083673 0.242857
bmass30_becc18 -4.083673 0.257143
bmass30_becc19 -4.083673 0.271429
bmass30_becc20 -4.083673 0.285714
bmass30_becc21 -4.083673 0.300000
bmass30_becc22 -4.083673 0.314286
bmass30_becc23 -4.083673 0.328571
bmass30_becc24 -4.083673 0.342857
bmass30_becc25 -4.083673 0.357143
bmass30_becc26 -4.083673 0.371429
bmass30_becc27 -4.083673 0.385714
bmass30_becc28 -4.083673 0.400000
bmass30_becc29 -4.083673 0.414286
bmass30_becc30 -4.083673 0.428571
bmass30_becc31 -4.083673 0.442857
bmass30_becc32 -4.083673 0.457143
bmass30_becc33 -4.083673 0.471429
bmass30_becc34 -4.083673 0.485714
bmass30_becc35 -4.083673 0.500000
bmass30_becc36 -4.083673 0.514286
bmass30_becc37 -4.083673 0.528571
bmass30_becc38 -4.083673 0.542857
bmass30_becc39 -4.083673 0.557143
bmass30_becc40 -4.083673 0.571429
bmass30_becc41 -4.083673 0.585714
bmass30_becc42 -4.083673 0.600000
bmass30_becc43 -4.083673 0.614286
bmass30_becc44 -4.083673 0.628571
bmass30_becc45 -4.083673 0.642857
bmass30_becc46 -4.083673 0.657143
bmass30_becc47 -4.083673 0.671429
bmass30_becc48 -4.083673 0.685714
bmass30_becc49 -4.083673 0.700000
bmass31_becc00 -4.189796 0.000000
bmass31_becc01 -4.189796 0.014286
bmass31_becc02 -4.189796 0.028571
bmass31_becc03 -4.189796 0.042857
bmass31_becc04 -4.189796 0.057143
bmass31_becc05 -4.189796 0.071429
bmass31_becc06 -4.189796 0.085714
bmass31_becc07 -4.189796 0.100000
bmass31_becc08 -4.189796 0.114286
bmass31_becc09 -4.189796 0.128571
bmass31_becc10 -4.189796 0.142857
bmass31_becc11 -4.189796 0.157143
bmass31_becc12 -4.189796 0.171429
bmass31_becc13 -4.189796 0.185714
bmass31_becc14 -4.189796 0.200000
bmass31_becc15 -4.189796 0.214286
bmass31_becc16 -4.189796 0.228571
bmass31_becc17 -4.189796 0.242857
bmass31_becc18 -4.189796 0.257143
bmass31_becc19 -4.189796 0.271429
bmass31_becc20 -4.189796 0.285714
bmass31_becc21 -4.189796 0.300000
bmass31_becc22 -4.189796 0.314286
bmass31_becc23 -4.189796 0.328571
bmass31_becc24 -4.189796 0.342857
bmass31_becc25 -4.189796 0.357143
bmass31_becc26 -4.189796 0.371429
bmass31_becc27 -4.189796 0.385714
bmass31_becc28 -4.189796 0.400000
bmass31_becc29 -4.189796 0.414286
bmass31_becc30 -4.189796 0.428571
bmass31_becc31 -4.189796 0.442857
bmass31_becc32 -4.189796 0.457143
bmass31_becc33 -4.189796 0.471429
bmass31_becc34 -4.189796 0.485714
bmass31_becc35 -4.189796 0.500000
bmass31_becc36 -4.189796 0.514286
bmass31_becc37 -4.189796 0.528571
bmass31_becc38 -4.189796 0.542857
bmass31_becc39 -4.189796 0.557143
bmass31_becc40 -4.189796 0.571429
bmass31_becc41 -4.189796 0.585714
bmass31_becc42 -4.189796 0.600000
bmass31_becc43 -4.189796 0.614286
bmass31_becc44 -4.189796 0.628571
bmass31_becc45 -4.189796 0.642857
bmass31_becc46 -4.189796 0.657143
bmass31_becc47 -4.189796 0.671429
bmass31_becc48 -4.189796 0.685714
bmass31_becc49 -4.189796 0.700000
bmass32_becc00 -4.295918 0.000000
bmass32_becc01 -4.295918 0.014286
bmass32_becc02 -4.295918 0.028571
bmass32_becc03 -4.295918 0.042857
bmass32_becc04 -4.295918 0.057143
bmass32_becc05 -4.295918 0.071429
bmass32_becc06 -4.295918 0.085714
bmass32_becc07 -4.295918 0.100000
bmass32_becc08 -4.295918 0.114286
bmass32_becc09 -4.295918 0.128571
bmass32_becc10 -4.295918 0.142857
bmass32_becc11 -4.295918 0.157143
bmass32_becc12 -4.295918 0.171429
bmass32_becc13 -4.295918 0.185714
bmass32_becc14 -4.295918 0.200000
bmass32_becc15 -4.295918 0.214286
bmass32_becc16 -4.295918 0.228571
bmass32_becc17 -4.295918 0.242857
bmass32_becc18 -4.295918 0.257143
bmass32_becc19 -4.295918 0.271429
bmass32_becc20 -4.295918 0.285714
bmass32_becc21 -4.295918 0.300000
bmass32_becc22 -4.295918 0.314286
bmass32_becc23 -4.295918 0.328571
bmass32_becc24 -4.295918 0.342857
bmass32_becc25 -4.295918 0.357143
bmass32_becc26 -4.295918 0.371429
bmass32_becc27 -4.295918 0.385714
bmass32_becc28 -4.295918 0.400000
bmass32_becc29 -4.295918 0.414286
bmass32_becc30 -4.295918 0.428571
bmass32_becc31 -4.295918 0.442857
bmass32_becc32 -4.295918 0.457143
bmass32_becc33 -4.295918 0.471429
bmass32_becc34 -4.295918 0.485714
bmass32_becc35 -4.295918 0.500000
bmass32_becc36 -4.295918 0.514286
bmass32_becc37 -4.295918 0.528571
bmass32_becc38 -4.295918 0.542857
bmass32_becc39 -4.295918 0.557143
bmass32_becc40 -4.295918 0.571429
bmass32_becc41 -4.295918 0.585714
bmass32_becc42 -4.295918 0.600000
bmass32_becc43 -4.295918 0.614286
bmass32_becc44 -4.295918 0.628571
bmass32_becc45 -4.295918 0.642857
bmass32_becc46 -4.295918 0.657143
bmass32_becc47 -4.295918 0.671429
bmass32_becc48 -4.295918 0.685714
bmass32_becc49 -4.295918 0.700000
bmass33_becc00 -4.402041 0.000000
bmass33_becc01 -4.402041 0.014286
bmass33_becc02 -4.402041 0.028571
bmass33_becc03 -4.402041 0.042857
bmass33_becc04 -4.402041 0.057143
bmass33_becc05 -4.402041 0.071429
bmass33_becc06 -4.402041 0.085714
bmass33_becc07 -4.402041 0.100000
bmass33_becc08 -4.402041 0.114286
bmass33_becc09 -4.402041 0.128571
bmass33_becc10 -4.402041 0.142857
bmass33_becc11 -4.402041 0.157143
bmass33_becc12 -4.402041 0.171429
bmass33_becc13 -4.402041 0.185714
bmass33_becc14 -4.402041 0.200000
bmass33_becc15 -4.402041 0.214286
bmass33_becc16 -4.402041 0.228571
bmass33_becc17 -4.402041 0.242857
bmass33_becc18 -4.402041 0.257143
bmass33_becc19 -4.402041 0.271429
bmass33_becc20 -4.402041 0.285714
bmass33_becc21 -4.402041 0.300000
bmass33_becc22 -4.402041 0.314286
bmass33_becc23 -4.402041 0.328571
bmass33_becc24 -4.402041 0.342857
bmass33_becc25 -4.402041 0.357143
bmass33_becc26 -4.402041 0.371429
bmass33_becc27 -4.402041 0.385714
bmass33_becc28 -4.402041 0.400000
bmass33_becc29 -4.402041 0.414286
bmass33_becc30 -4.402041 0.428571
bmass33_becc31 -4.402041 0.442857
bmass33_becc32 -4.402041 0.457143
bmass33_becc33 -4.402041 0.471429
bmass33_becc34 -4.402041 0.485714
bmass33_becc35 -4.402041 0.500000
bmass33_becc36 -4.402041 0.514286
bmass33_becc37 -4.402041 0.528571
bmass33_becc38 -4.402041 0.542857
bmass33_becc39 -4.402041 0.557143
bmass33_becc40 -4.402041 0.571429
bmass33_becc41 -4.402041 0.585714
bmass33_becc42 -4.402041 0.600000
bmass33_becc43 -4.402041 0.614286
bmass33_becc44 -4.402041 0.628571
bmass33_becc45 -4.402041 0.642857
bmass33_becc46 -4.402041 0.657143
bmass33_becc47 -4.402041 0.671429
bmass33_becc48 -4.402041 0.685714
bmass33_becc49 -4.402041 0.700000
bmass34_becc00 -4.508163 0.000000
bmass34_becc01 -4.508163 0.014286
bmass34_becc02 -4.508163 0.028571
bmass34_becc03 -4.508163 0.042857
bmass34_becc04 -4.508163 0.057143
bmass34_becc05 -4.508163 0.071429
bmass34_becc06 -4.508163 0.085714
bmass34_becc07 -4.508163 0.100000
bmass34_becc08 -4.508163 0.114286
bmass34_becc09 -4.508163 0.128571
bmass34_becc10 -4.508163 0.142857
bmass34_becc11 -4.508163 0.157143
bmass34_becc12 -4.508163 0.171429
bmass34_becc13 -4.508163 0.185714
bmass34_becc14 -4.508163 0.200000
bmass34_becc15 -4.508163 0.214286
bmass34_becc16 -4.508163 0.228571
bmass34_becc17 -4.508163 0.242857
bmass34_becc18 -4.508163 0.257143
bmass34_becc19 -4.508163 0.271429
bmass34_becc20 -4.508163 0.285714
bmass34_becc21 -4.508163 0.300000
bmass34_becc22 -4.508163 0.314286
bmass34_becc23 -4.508163 0.328571
bmass34_becc24 -4.508163 0.342857
bmass34_becc25 -4.508163 0.357143
bmass34_becc26 -4.508163 0.371429
bmass34_becc27 -4.508163 0.385714
bmass34_becc28 -4.508163 0.400000
bmass34_becc29 -4.508163 0.414286
bmass34_becc30 -4.508163 0.428571
bmass34_becc31 -4.508163 0.442857
bmass34_becc32 -4.508163 0.457143
bmass34_becc33 -4.508163 0.471429
bmass34_becc34 -4.508163 0.485714
bmass34_becc35 -4.508163 0.500000
bmass34_becc36 -4.508163 0.514286
bmass34_becc37 -4.508163 0.528571
bmass34_becc38 -4.508163 0.542857
bmass34_becc39 -4.508163 0.557143
bmass34_becc40 -4.508163 0.571429
bmass34_becc41 -4.508163 0.585714
bmass34_becc42 -4.508163 0.600000
bmass34_becc43 -4.508163 0.614286
bmass34_becc44 -4.508163 0.628571
bmass34_becc45 -4.508163 0.642857
bmass34_becc46 -4.508163 0.657143
bmass34_becc47 -4.508163 0.671429
bmass34_becc48 -4.508163 0.685714
bmass34_becc49 -4.508163 0.700000
bmass35_becc00 -4.614286 0.000000
bmass35_becc01 -4.614286 0.014286
bmass35_becc02 -4.614286 0.028571
bmass35_becc03 -4.614286 0.042857
bmass35_becc04 -4.614286 0.057143
bmass35_becc05 -4.614286 0.071429
bmass35_becc06 -4.614286 0.085714
bmass35_becc07 -4.614286 0.100000
bmass35_becc08 -4.614286 0.114286
bmass35_becc09 -4.614286 0.128571
bmass35_becc10 -4.614286 0.142857
bmass35_becc11 -4.614286 0.157143
bmass35_becc12 -4.614286 0.171429
bmass35_becc13 -4.614286 0.185714
bmass35_becc14 -4.614286 0.200000
bmass35_becc15 -4.614286 0.214286
bmass35_becc16 -4.614286 0.228571
bmass35_becc17 -4.614286 0.242857
bmass35_becc18 -4.614286 0.257143
bmass35_becc19 -4.614286 0.271429
bmass35_becc20 -4.614286 0.285714
bmass35_becc21 -4.614286 0.300000
bmass35_becc22 -4.614286 0.314286
bmass35_becc23 -4.614286 0.328571
bmass35_becc24 -4.614286 0.342857
bmass35_becc25 -4.614286 0.357143
bmass35_becc26 -4.614286 0.371429
bmass35_becc27 -4.614286 0.385714
bmass35_becc28 -4.614286 0.400000
bmass35_becc29 -4.614286 0.414286
bmass35_becc30 -4.614286 0.428571
bmass35_becc31 -4.614286 0.442857
bmass35_becc32 -4.614286 0.457143
bmass35_becc33 -4.614286 0.471429
bmass35_becc34 -4.614286 0.485714
bmass35_becc35 -4.614286 0.500000
bmass35_becc36 -4.614286 0.514286
bmass35_becc37 -4.614286 0.528571
bmass35_becc38 -4.614286 0.542857
bmass35_becc39 -4.614286 0.557143
bmass35_becc40 -4.614286 0.571429
bmass35_becc41 -4.614286 0.585714
bmass35_becc42 -4.614286 0.600000
bmass35_becc43 -4.614286 0.614286
bmass35_becc44 -4.614286 0.628571
bmass35_becc45 -4.614286 0.642857
bmass35_becc46 -4.614286 0.657143
bmass35_becc47 -4.614286 0.671429
bmass35_becc48 -4.614286 0.685714
bmass35_becc49 -4.614286 0.700000
bmass36_becc00 -4.720408 0.000000
bmass36_becc01 -4.720408 0.014286
bmass36_becc02 -4.720408 0.028571
bmass36_becc03 -4.720408 0.042857
bmass36_becc04 -4.720408 0.057143
bmass36_becc05 -4.720408 0.071429
bmass36_becc06 -4.720408 0.085714
bmass36_becc07 -4.720408 0.100000
bmass36_becc08 -4.720408 0.114286
bmass36_becc09 -4.720408 0.128571
bmass36_becc10 -4.720408 0.142857
bmass36_becc11 -4.720408 0.157143
bmass36_becc12 -4.720408 0.171429
bmass36_becc13 -4.720408 0.185714
bmass36_becc14 -4.720408 0.200000
bmass36_becc15 -4.720408 0.214286
bmass36_becc16 -4.720408 0.228571
bmass36_becc17 -4.720408 0.242857
bmass36_becc18 -4.720408 0.257143
bmass36_becc19 -4.720408 0.271429
bmass36_becc20 -4.720408 0.285714
bmass36_becc21 -4.720408 0.300000
bmass36_becc22 -4.720408 0.314286
bmass36_becc23 -4.720408 0.328571
bmass36_becc24 -4.720408 0.342857
bmass36_becc25 -4.720408 0.357143
bmass36_becc26 -4.720408 0.371429
bmass36_becc27 -4.720408 0.385714
bmass36_becc28 -4.720408 0.400000
bmass36_becc29 -4.720408 0.414286
bmass36_becc30 -4.720408 0.428571
bmass36_becc31 -4.720408 0.442857
bmass36_becc32 -4.720408 0.457143
bmass36_becc33 -4.720408 0.471429
bmass36_becc34 -4.720408 0.485714
bmass36_becc35 -4.720408 0.500000
bmass36_becc36 -4.720408 0.514286
bmass36_becc37 -4.720408 0.528571
bmass36_becc38 -4.720408 0.542857
bmass36_becc39 -4.720408 0.557143
bmass36_becc40 -4.720408 0.571429
bmass36_becc41 -4.720408 0.585714
bmass36_becc42 -4.720408 0.600000
bmass36_becc43 -4.720408 0.614286
bmass36_becc44 -4.720408 0.628571
bmass36_becc45 -4.720408 0.642857
bmass36_becc46 -4.720408 0.657143
bmass36_becc47 -4.720408 0.671429
bmass36_becc48 -4.720408 0.685714
bmass36_becc49 -4.720408 0.700000
bmass37_becc00 -4.826531 0.000000
bmass37_becc01 -4.826531 0.014286
bmass37_becc02 -4.826531 0.028571
bmass37_becc03 -4.826531 0.042857
bmass37_becc04 -4.826531 0.057143
bmass37_becc05 -4.826531 0.071429
bmass37_becc06 -4.826531 0.085714
bmass37_becc07 -4.826531 0.100000
bmass37_becc08 -4.826531 0.114286
bmass37_becc09 -4.826531 0.128571
bmass37_becc10 -4.826531 0.142857
bmass37_becc11 -4.826531 0.157143
bmass37_becc12 -4.826531 0.171429
bmass37_becc13 -4.826531 0.185714
bmass37_becc14 -4.826531 0.200000
bmass37_becc15 -4.826531 0.214286
bmass37_becc16 -4.826531 0.228571
bmass37_becc17 -4.826531 0.242857
bmass37_becc18 -4.826531 0.257143
bmass37_becc19 -4.826531 0.271429
bmass37_becc20 -4.826531 0.285714
bmass37_becc21 -4.826531 0.300000
bmass37_becc22 -4.826531 0.314286
bmass37_becc23 -4.826531 0.328571
bmass37_becc24 -4.826531 0.342857
bmass37_becc25 -4.826531 0.357143
bmass37_becc26 -4.826531 0.371429
bmass37_becc27 -4.826531 0.385714
bmass37_becc28 -4.826531 0.400000
bmass37_becc29 -4.826531 0.414286
bmass37_becc30 -4.826531 0.428571
bmass37_becc31 -4.826531 0.442857
bmass37_becc32 -4.826531 0.457143
bmass37_becc33 -4.826531 0.471429
bmass37_becc34 -4.826531 0.485714
bmass37_becc35 -4.826531 0.500000
bmass37_becc36 -4.826531 0.514286
bmass37_becc37 -4.826531 0.528571
bmass37_becc38 -4.826531 0.542857
bmass37_becc39 -4.826531 0.557143
bmass37_becc40 -4.826531 0.571429
bmass37_becc41 -4.826531 0.585714
bmass37_becc42 -4.826531 0.600000
bmass37_becc43 -4.826531 0.614286
bmass37_becc44 -4.826531 0.628571
bmass37_becc45 -4.826531 0.642857
bmass37_becc46 -4.826531 0.657143
bmass37_becc47 -4.826531 0.671429
bmass37_becc48 -4.826531 0.685714
bmass37_becc49 -4.826531 0.700000
bmass38_becc00 -4.932653 0.000000
bmass38_becc01 -4.932653 0.014286
bmass38_becc02 -4.932653 0.028571
bmass38_becc03 -4.932653 0.042857
bmass38_becc04 -4.932653 0.057143
bmass38_becc05 -4.932653 0.071429
bmass38_becc06 -4.932653 0.085714
bmass38_becc07 -4.932653 0.100000
bmass38_becc08 -4.932653 0.114286
bmass38_becc09 -4.932653 0.128571
bmass38_becc10 -4.932653 0.142857
bmass38_becc11 -4.932653 0.157143
bmass38_becc12 -4.932653 0.171429
bmass38_becc13 -4.932653 0.185714
bmass38_becc14 -4.932653 0.200000
bmass38_becc15 -4.932653 0.214286
bmass38_becc16 -4.932653 0.228571
bmass38_becc17 -4.932653 0.242857
bmass38_becc18 -4.932653 0.257143
bmass38_becc19 -4.932653 0.271429
bmass38_becc20 -4.932653 0.285714
bmass38_becc21 -4.932653 0.300000
bmass38_becc22 -4.932653 0.314286
bmass38_becc23 -4.932653 0.328571
bmass38_becc24 -4.932653 0.342857
bmass38_becc25 -4.932653 0.357143
bmass38_becc26 -4.932653 0.371429
bmass38_becc27 -4.932653 0.385714
bmass38_becc28 -4.932653 0.400000
bmass38_becc29 -4.932653 0.414286
bmass38_becc30 -4.932653 0.428571
bmass38_becc31 -4.932653 0.442857
bmass38_becc32 -4.932653 0.457143
bmass38_becc33 -4.932653 0.471429
bmass38_becc34 -4.932653 0.485714
bmass38_becc35 -4.932653 0.500000
bmass38_becc36 -4.932653 0.514286
bmass38_becc37 -4.932653 0.528571
bmass38_becc38 -4.932653 0.542857
bmass38_becc39 -4.932653 0.557143
bmass38_becc40 -4.932653 0.571429
bmass38_becc41 -4.932653 0.585714
bmass38_becc42 -4.932653 0.600000
bmass38_becc43 -4.932653 0.614286
bmass38_becc44 -4.932653 0.628571
bmass38_becc45 -4.932653 0.642857
bmass38_becc46 -4.932653 0.657143
bmass38_becc47 -4.932653 0.671429
bmass38_becc48 -4.932653 0.685714
bmass38_becc49 -4.932653 0.700000
bmass39_becc00 -5.038776 0.000000
bmass39_becc01 -5.038776 0.014286
bmass39_becc02 -5.038776 0.028571
bmass39_becc03 -5.038776 0.042857
bmass39_becc04 -5.038776 0.057143
bmass39_becc05 -5.038776 0.071429
bmass39_becc06 -5.038776 0.085714
bmass39_becc07 -5.038776 0.100000
bmass39_becc08 -5.038776 0.114286
bmass39_becc09 -5.038776 0.128571
bmass39_becc10 -5.038776 0.142857
bmass39_becc11 -5.038776 0.157143
bmass39_becc12 -5.038776 0.171429
bmass39_becc13 -5.038776 0.185714
bmass39_becc14 -5.038776 0.200000
bmass39_becc15 -5.038776 0.214286
bmass39_becc16 -5.038776 0.228571
bmass39_becc17 -5.038776 0.242857
bmass39_becc18 -5.038776 0.257143
bmass39_becc19 -5.038776 0.271429
bmass39_becc20 -5.038776 0.285714
bmass39_becc21 -5.038776 0.300000
bmass39_becc22 -5.038776 0.314286
bmass39_becc23 -5.038776 0.328571
bmass39_becc24 -5.038776 0.342857
bmass39_becc25 -5.038776 0.357143
bmass39_becc26 -5.038776 0.371429
bmass39_becc27 -5.038776 0.385714
bmass39_becc28 -5.038776 0.400000
bmass39_becc29 -5.038776 0.414286
bmass39_becc30 -5.038776 0.428571
bmass39_becc31 -5.038776 0.442857
bmass39_becc32 -5.038776 0.457143
bmass39_becc33 -5.038776 0.471429
bmass39_becc34 -5.038776 0.485714
bmass39_becc35 -5.038776 0.500000
bmass39_becc36 -5.038776 0.514286
bmass39_becc37 -5.038776 0.528571
bmass39_becc38 -5.038776 0.542857
bmass39_becc39 -5.038776 0.557143
bmass39_becc40 -5.038776 0.571429
bmass39_becc41 -5.038776 0.585714
bmass39_becc42 -5.038776 0.600000
bmass39_becc43 -5.038776 0.614286
bmass39_becc44 -5.038776 0.628571
bmass39_becc45 -5.038776 0.642857
bmass39_becc46 -5.038776 0.657143
bmass39_becc47 -5.038776 0.671429
bmass39_becc48 -5.038776 0.685714
bmass39_becc49 -5.038776 0.700000
bmass40_becc00 -5.144898 0.000000
bmass40_becc01 -5.144898 0.014286
bmass40_becc02 -5.144898 0.028571
bmass40_becc03 -5.144898 0.042857
bmass40_becc04 -5.144898 0.057143
bmass40_becc05 -5.144898 0.071429
bmass40_becc06 -5.144898 0.085714
bmass40_becc07 -5.144898 0.100000
bmass40_becc08 -5.144898 0.114286
bmass40_becc09 -5.144898 0.128571
bmass40_becc10 -5.144898 0.142857
bmass40_becc11 -5.144898 0.157143
bmass40_becc12 -5.144898 0.171429
bmass40_becc13 -5.144898 0.185714
bmass40_becc14 -5.144898 0.200000
bmass40_becc15 -5.144898 0.214286
bmass40_becc16 -5.144898 0.228571
bmass40_becc17 -5.144898 0.242857
bmass40_becc18 -5.144898 0.257143
bmass40_becc19 -5.144898 0.271429
bmass40_becc20 -5.144898 0.285714
bmass40_becc21 -5.144898 0.300000
bmass40_becc22 -5.144898 0.314286
bmass40_becc23 -5.144898 0.328571
bmass40_becc24 -5.144898 0.342857
bmass40_becc25 -5.144898 0.357143
bmass40_becc26 -5.144898 0.371429
bmass40_becc27 -5.144898 0.385714
bmass40_becc28 -5.144898 0.400000
bmass40_becc29 -5.144898 0.414286
bmass40_becc30 -5.144898 0.428571
bmass40_becc31 -5.144898 0.442857
bmass40_becc32 -5.144898 0.457143
bmass40_becc33 -5.144898 0.471429
bmass40_becc34 -5.144898 0.485714
bmass40_becc35 -5.144898 0.500000
bmass40_becc36 -5.144898 0.514286
bmass40_becc37 -5.144898 0.528571
bmass40_becc38 -5.144898 0.542857
bmass40_becc39 -5.144898 0.557143
bmass40_becc40 -5.144898 0.571429
bmass40_becc41 -5.144898 0.585714
bmass40_becc42 -5.144898 0.600000
bmass40_becc43 -5.144898 0.614286
bmass40_becc44 -5.144898 0.628571
bmass40_becc45 -5.144898 0.642857
bmass40_becc46 -5.144898 0.657143
bmass40_becc47 -5.144898 0.671429
bmass40_becc48 -5.144898 0.685714
bmass40_becc49 -5.144898 0.700000
bmass41_becc00 -5.251020 0.000000
bmass41_becc01 -5.251020 0.014286
bmass41_becc02 -5.251020 0.028571
bmass41_becc03 -5.251020 0.042857
bmass41_becc04 -5.251020 0.057143
bmass41_becc05 -5.251020 0.071429
bmass41_becc06 -5.251020 0.085714
bmass41_becc07 -5.251020 0.100000
bmass41_becc08 -5.251020 0.114286
bmass41_becc09 -5.251020 0.128571
bmass41_becc10 -5.251020 0.142857
bmass41_becc11 -5.251020 0.157143
bmass41_becc12 -5.251020 0.171429
bmass41_becc13 -5.251020 0.185714
bmass41_becc14 -5.251020 0.200000
bmass41_becc15 -5.251020 0.214286
bmass41_becc16 -5.251020 0.228571
bmass41_becc17 -5.251020 0.242857
bmass41_becc18 -5.251020 0.257143
bmass41_becc19 -5.251020 0.271429
bmass41_becc20 -5.251020 0.285714
bmass41_becc21 -5.251020 0.300000
bmass41_becc22 -5.251020 0.314286
bmass41_becc23 -5.251020 0.328571
bmass41_becc24 -5.251020 0.342857
bmass41_becc25 -5.251020 0.357143
bmass41_becc26 -5.251020 0.371429
bmass41_becc27 -5.251020 0.385714
bmass41_becc28 -5.251020 0.400000
bmass41_becc29 -5.251020 0.414286
bmass41_becc30 -5.251020 0.428571
bmass41_becc31 -5.251020 0.442857
bmass41_becc32 -5.251020 0.457143
bmass41_becc33 -5.251020 0.471429
bmass41_becc34 -5.251020 0.485714
bmass41_becc35 -5.251020 0.500000
bmass41_becc36 -5.251020 0.514286
bmass41_becc37 -5.251020 0.528571
bmass41_becc38 -5.251020 0.542857
bmass41_becc39 -5.251020 0.557143
bmass41_becc40 -5.251020 0.571429
bmass41_becc41 -5.251020 0.585714
bmass41_becc42 -5.251020 0.600000
